Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
BENELUX,IT,BNL - FIN - CM Dunning Statistics,"Request from the local Credit manager, Finance Department.
Dunning statistics are pulled from SAP on a bi-weekly basis, but doing this in the current as-is situation takes multiple hours. The available SAP transactions are not easily exported in a tabular format which results in a lot of time consuming manual work in order to get the necessary data in a proper format to make reports.

In order to be able to free up a significant amount of time a request was made to automate this process.
The UiPath workflow will iterate through the different company codes of Lyreco Benelux and check in SAP which the last Dunning ID that was processed. Based on this ID the script will fetch the necessary data from SE16 table MHNK and subsequently transform the extracted data table in order to get specific results, such as the # of customers dunned on levels 1 through 4, etc. The results will get exported in a template .XLSX file and shared with the process owners.

The script will be triggered periodically, most likely on a weekly or bi-weekly basis.","€15,000.00",480 Hours Per Year,€0.00,document,Live,In Production,Local,02/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---fi---cm-dunning-statistics,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - MKT - Local bible consolidation,"Request from the local Marketing Process Coordinator, Products & Services department.
Our different product categories each use their separate local bibles. Other departments and teams, such as the local Bids & Tenders teams need one consolidated file. In order to be able to provide this the Marketing Process Coordinator would manually open each bible and merge it into a consolidated file.

The process only takes a few minutes a week, but there's no added value in doing it manually so we wrote a short script for it.

The automation opens a template file to get the lay-out of the header rows. Afterwards it will download and open a copy of each separate local bible and put its contents in a data table. The full data table is subsequently exported into a consolidated .XLSX file. The file is saved on a SharePoint location and the previous versions are deleted so that the only available file is the up to date one.

Updated: frequency increased to daily runtimes.","€4,687.50",150 Hours Per Year,€0.00,document,Live,In Production,Local,02/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---mkt---weekly-local-bible-consolidation,Wouter Herrrygers,"Jorien PEETERS, Wouter Herrrygers"
GROUP,Management Team,IT - CS - Order reject in RIO - Management of EDI orders rejection in SAP,"It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available",€750.00,24 Hours Per Year,€0.00,,Live,In Production,,02/09/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/it---cs---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Ewa Marta LUSZPIANKO,"Cecilia Plata Maresca, Quentin Chastin, Aline TURPIN, Ewa Marta LUSZPIANKO"
DENMARK,Marketing,DEN-MKT-Mark for deletion Non stock,"Hej Kim,
Når vi skal lukke varenumre i SAP, skal vi gøre som i vedhæftede flow og via 3 SAP applikationer MM02 – ME01 – MM06
Jeg har taget tid på hvor lang tid det tager når jeg skal igennem 12 varenumre – 12,31 minutter
Hvis vi kan nøjes med kun at gøre det i MM02, tager det os 4,56 minutter.
Derfor vil jeg høre om vi kan lave en månedlig kørsel i SAP hvor alle 98 markeret varenumre bliver lukket helt ned.
Altså i ME01 + MM06.

Derudover skal vi tjekke om vi kan lukke vare ned i Nonstock som der ikke har været:
Salg på 12 måneder tilbage
Som ikke er oprettet indenfor 2 måneder.
Som ikke er på kunde kontrakt.
Hvis jeg tager udgangspunkt i Non-stock bibel
Leverandør Despec Denmark
Kollonne M Catalogue Page Spx
Så tænker jeg at der er en del varenumre som vi kan lukket ned.
Hvis vi kan gøre dette 1 gang månedligt – så vil vi undgå de tunge filer med mange inaktive varenumre hvor priserne heller ikke er opdateret.","€1,000.00",32 Hours Per Year,€0.00,document,Live,In Production,Local,02/08/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/automatic-flow-in-nonstock-dk----mark-for-deletion----clean-up-inactive-item-numbers,Jeanette CLAUSEN,"Jeanette CLAUSEN, Lars Christensen, Kim Jagd FREDERIKSEN"
GROUP,Customer Service,BNL - CS - Order reject in RIO - Management of EDI orders rejection in SAP,"It allows to process certain type of rejection in transaction ZV011116
Rejection type :
Seasonal Product
Deleted Product
Delisted Product
The product is no longer available","€67,500.00",2160 Hours Per Year,€0.00,,Live,In Production,,02/06/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---cs---order-reject-in-rio---management-of-edi-orders-rejection-in-sap,Sabine Reusch,"Menno STOLK, Quentin Chastin, Aline TURPIN, Sabine Reusch"
GROUP,,GRP - IS - Automation of Jira exports to Excel DB,"In order to maintain proper analytics and tracking of the program, we have created PowerBI reports based on the data downloaded from Jira.
The way it works is that each Monday, I’m exporting User Stories from “NextGen – Program” Jira project in CSV format and then I copy the values of downloaded file to our Excel database.
Would it be possible to automate this process to save time?",€375.00,12 Hours Per Year,€0.00,document,Qualification,Rejected,Group,02/06/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/automation-of-jira-exports-to-excel-db,Lukasz GLADYS,Lukasz GLADYS
FRANCE,Finance,FR - FIN - Unpaid management,"process similar the e-robot process for bankrupts but for another event : bank unpaids
 we face around 290 bank  unpaids per year for financial purpose
in this situation we have to update the credit frame of the customer
this task has no added value, administrative, spend around 5 minutes per 
the aim is to be able to rpa this task with robots :)

+ add 07/02/2024 - after discussion with thomas he has 1152 technical + 290 financial unpaid to manage on accountant point of view X 3 minutes = 4326 minutes = 72 hours = around 10days men per year
we can add it saccounting need as we done with bankrupts","€27,000.00",864 Hours Per Year,€0.00,RPA impayés.docx,Qualification,On Hold,"Local, and maybe Group",02/02/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/unpaid-management,Benoit Frere,Benoit Frere
DENMARK,,DEN-MKT-Retresco,"Automate export processes from Retresco, including using the API in excel, removing HTML tags, and uploading finished texts to STEP.","€1,875.00",60 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",02/01/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den---mkt---retresco,Marie SVENDSEN,"Marie SVENDSEN, Lars Christensen"
DENMARK,Marketing,DEN-MKT-Udtræk af C-fac lister,Udtræk af C-fac (spærrede faktura pga. prisdifference)  lister i SAP ,"€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,Local,01/24/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/denmktudtrkafcfaclister,Sara Boegelund FREDERIKSEN,"Sara Boegelund FREDERIKSEN, Lars Christensen, Kim Jagd FREDERIKSEN, Tina Skroeder OLSEN"
DENMARK,Customer Service,DEN-CS-Automation Order,Sales Rep. can place orders without going through an advisor in Customer Service. This is especially when a customer needs a special price.  ,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",01/24/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den---cs---automation-order,Anne Kirstine GROENNE,"Anne Kirstine GROENNE, Lars Christensen, Kim Jagd FREDERIKSEN"
DENMARK,,DEN-MKT-Excel lookup to zendesk,We wish to take a value from excel to subject in Zendesk,"€7,500.00",240 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",01/23/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-excel-look-up-to-zendesk,Pia CHRISTENSEN,"Pia CHRISTENSEN, Lars Christensen, Tina Skroeder OLSEN"
DENMARK,Marketing,DEN-MKT-98/99 markeringer ,"98/99 markeringer på varenumre der kommer fra indkøb. 
99 = varer der skal udgå, men stadig har lagerbeholdning 
98 = Varer der er udgået og 0 i lagerbeholdning.
Der er lavet en makro i non-stock for lukning af 98 varer. ","€1,500.00",48 Hours Per Year,€0.00,document,Live,In Production,Local,01/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den-mkt-9899-markeringer-,Sara Boegelund FREDERIKSEN,"Sara Boegelund FREDERIKSEN, Lars Christensen, Tina Skroeder OLSEN, Kim Jagd FREDERIKSEN"
DENMARK,Marketing,DEN-MKT-Produktoprettelse,AMCT tool - SAP. Produktoprettelse,"€6,750.00",216 Hours Per Year,€0.00,document,Live,In Production,Local,01/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/den---mkt---produktoprettelse,Tina Skroeder OLSEN,"Tina Skroeder OLSEN, Lars Christensen"
BENELUX,Logistic,BNL - LOG - Code 95 Daily - Stock report,"Send report every morning to team planning, on stock level of items that are on code 95. 
That will save 5 to 10 min every day for the generation of the reprt. But that has a big impact on sales . That will help us get items available for customer orders and avoid blocking the sales for an item that is on stock. ","€1,500.00",48 Hours Per Year,€0.00,"STOCK code 95. easy vista request bis.pdf,Mailing list.pdf",Assessment,Not Started,Local,01/22/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/code-95-daily--stock--report,Yaser Uddin,Yaser Uddin
GROUP,Finance,GRP - COMP - Declaration of gifts and invitations received,"Accepting gifts or invitations from a Lyreco employee and a business partner (customer, supplier, manufacturer...) can reinforce the quality of commercial relations and comply with the rules of courtesy. However, the acceptance of certain gifts and invitations may create inappropriate influence or appear to do so, or even be considered as a channel of corruption or bribery, which is severely punished and can tarnish Lyreco's reputation.
With this in mind, we would like to implement a declaration form enabling Lyreco employees to declare any receipt of gifts, meals and invitations, in conjunction with the ""Guide to gifts, meals and invitations"" and the ""Code of ethics"".","€37,656.25",1205 Hours Per Year,€0.00,document,Qualification,Rejected,Group,01/04/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/declaration-of-gifts-and-invitations-received,Nicolas CAPON,Nicolas CAPON
WISE,Logistics,WISE - LOG - Automation of Daily Stock Report from Power BI - Demand and Supply ,"In WISE - each day the Supply Chain Analyst extracts from the Demand and Supply Power BI application a report which details an overview of the current stock positions for products held in both the Telford and Dublin warehouses.

Two separate reports for each warehouse are then downloaded, extracted to excel and emailed out to a large distribution list - Sales / Customer Care / Products and Services & Supply Chain. (Approx 250+ recipients a day)

The reports sent out daily allow all areas of the business to make informed decisions based on the current stock position, help Customer Care answer customer queries, assist the sales team in the field by having up to date stock information without needing to contact Customer Care / Replen teams and allow the Supply Planners in replen manage their stock portfolio more effectively. Example report attached. This can take 30 mins per day to extract / save and email out.

There is also an additional two reports that are extracted from PBI each day by the planning analyst after these stock reports are emailed out. I have detailed those two below:

BI Stock Report - Similar to the stock report that gets emailed out but with more information, this is extracted and saved to a drive for the BI team daily to use.

Purchase Requestions - Each day a list of all open purchase requisitions which are due to be released that day up to six months into the future is extracted from Demand and Supply PBI app and saved to the BI Team drive to use.

This is an additional 15 minutes per day on top of the daily stock reports.

There is no analysis and is simply extracting and sending out data. This would save 225 minutes a week if these four reports could be automated daily, allowing the planning analyst to focus on more complex tasks.","€6,000.00",192 Hours Per Year,€0.00,Example of UK Stock Report - 02.01.24,Assessment,In Progress,"Local, and maybe Group",01/02/2024,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/automation-of-daily-stock-report-from-power-bi---demand-and-supply-,Duncan MILTON,Duncan MILTON
